HEAT_ID,Material_Code,NAME,WEIGHT
1701236,119,RAIL CROPS,2078.8
1701240,113,PIG IRON,14927.7
1701240,117,REGULAR SHRED,19046.8
1701240,119,RAIL CROPS,2064.8
1701240,115,HOME SCRAP,1017
1701240,121,PLATE & STRUCTURAL,10314.7
1701240,114,PIT SCRAP,1543.6
1701240,124,#1 BUNDLES,4017.9
1701240,120,RAILROAD WHEELS,974.8
1701242,117,REGULAR SHRED,17887.9
1701242,119,RAIL CROPS,2111.9
1701242,113,PIG IRON,14811.6
1701242,115,HOME SCRAP,1024.7
1701242,121,PLATE & STRUCTURAL,10274.8
1701242,120,RAILROAD WHEELS,982.9
1701242,114,PIT SCRAP,1562.6
1701242,124,#1 BUNDLES,4155.8
1701244,113,PIG IRON,49893.9
1701244,117,REGULAR SHRED,35378.9
1701244,119,RAIL CROPS,4533.7
1701244,115,HOME SCRAP,1812.6
1701244,121,PLATE & STRUCTURAL,12698.8
1701244,114,PIT SCRAP,3173.8
1701244,126,#1 BUSHELING,18141.9
1701244,124,#1 BUNDLES,8617.8
1701244,116,CONSTRUCTION SCRAP,3173.8
1701244,120,RAILROAD WHEELS,1812.6
1701246,124,#1 BUNDLES,4137.7
1701246,120,RAILROAD WHEELS,984.8
1701246,114,PIT SCRAP,1495.9
1701246,117,REGULAR SHRED,17948.7
1701246,119,RAIL CROPS,2023.9
1701246,115,HOME SCRAP,1029.7
1701246,121,PLATE & STRUCTURAL,10390.9
1701246,113,PIG IRON,14850.6
1701248,120,RAILROAD WHEELS,1030.6
1701248,124,#1 BUNDLES,4068.7
1701248,114,PIT SCRAP,1542.7
1701248,115,HOME SCRAP,1042.8
1701248,121,PLATE & STRUCTURAL,10219.9
1701248,117,REGULAR SHRED,17144.9
1701248,119,RAIL CROPS,2030.7
1701248,113,PIG IRON,14733.6
1701252,120,RAILROAD WHEELS,1068.7
1701252,124,#1 BUNDLES,4062.8
1701252,114,PIT SCRAP,1559
1701252,115,HOME SCRAP,1007
1701252,121,PLATE & STRUCTURAL,10230.8
1701252,117,REGULAR SHRED,14008.8
1701252,119,RAIL CROPS,2032.5
1701252,113,PIG IRON,14721.8
1701256,117,REGULAR SHRED,16673.6
1701256,119,RAIL CROPS,2025.7
1701256,113,PIG IRON,14570.8
1701256,115,HOME SCRAP,1093.6
1701256,121,PLATE & STRUCTURAL,10092
1701256,114,PIT SCRAP,1506.8
1701256,124,#1 BUNDLES,4028.8
1701256,120,RAILROAD WHEELS,1057.8
1701280,124,#1 BUNDLES,8617.8
1701280,126,#1 BUSHELING,18141.9
1701280,114,PIT SCRAP,3173.8
1701280,115,HOME SCRAP,1812.6
1701280,121,PLATE & STRUCTURAL,12698.8
1701280,113,PIG IRON,49893.9
1701280,116,CONSTRUCTION SCRAP,3173.8
1701280,120,RAILROAD WHEELS,1812.6
1701280,117,REGULAR SHRED,35378.9
1701280,119,RAIL CROPS,4533.7
1701282,124,#1 BUNDLES,8617.8
1701282,126,#1 BUSHELING,18141.9
1701282,114,PIT SCRAP,3173.8
1701282,115,HOME SCRAP,1812.6
1701282,121,PLATE & STRUCTURAL,12698.8
1701282,113,PIG IRON,49893.9
1701282,116,CONSTRUCTION SCRAP,3173.8
1701282,120,RAILROAD WHEELS,1812.6
1701282,117,REGULAR SHRED,35378.9
1701282,119,RAIL CROPS,4533.7
1701288,124,#1 BUNDLES,4069.6
1701288,114,PIT SCRAP,1572.6
1701288,113,PIG IRON,14785.8
1701288,115,HOME SCRAP,1151.7
1701288,121,PLATE & STRUCTURAL,10016.7
1701288,120,RAILROAD WHEELS,1249.6
1701288,117,REGULAR SHRED,17261.9
1701288,119,RAIL CROPS,2043.9
1701292,124,#1 BUNDLES,4007.9
1701292,114,PIT SCRAP,1476
1701292,113,PIG IRON,14823.9
1701292,115,HOME SCRAP,1024.7
1701292,121,PLATE & STRUCTURAL,10302.9
1701292,117,REGULAR SHRED,17385.8
1701292,119,RAIL CROPS,2170.9
1701292,120,RAILROAD WHEELS,1139.9
1701298,113,PIG IRON,14774.9
1701298,120,RAILROAD WHEELS,1059.6
1701298,117,REGULAR SHRED,19361.6
1701298,119,RAIL CROPS,2078.8
1701298,115,HOME SCRAP,949.8
1701298,121,PLATE & STRUCTURAL,10094.7
1701298,124,#1 BUNDLES,3871
1701298,114,PIT SCRAP,1474.6
1701300,117,REGULAR SHRED,20043.8
1701300,119,RAIL CROPS,1474.6
1701300,120,RAILROAD WHEELS,1102.7
1701300,113,PIG IRON,14520.9
1701300,115,HOME SCRAP,1139
1701300,121,PLATE & STRUCTURAL,10470.7
1701300,114,PIT SCRAP,1517.7
1701300,124,#1 BUNDLES,4220.7
1701302,114,PIT SCRAP,3173.8
1701302,126,#1 BUSHELING,18141.9
1701302,113,PIG IRON,49893.9
1701302,115,HOME SCRAP,1812.6
1701302,121,PLATE & STRUCTURAL,12698.8
1701302,116,CONSTRUCTION SCRAP,3173.8
1701302,120,RAILROAD WHEELS,1812.6
1701302,117,REGULAR SHRED,35378.9
1701302,119,RAIL CROPS,4533.7
1701302,124,#1 BUNDLES,8617.8
1701304,124,#1 BUNDLES,8617.8
1701304,116,CONSTRUCTION SCRAP,3173.8
1701304,120,RAILROAD WHEELS,1812.6
1701304,117,REGULAR SHRED,35378.9
1701304,119,RAIL CROPS,4533.7
1701304,115,HOME SCRAP,1812.6
1701304,121,PLATE & STRUCTURAL,12698.8
1701304,113,PIG IRON,49893.9
1701304,114,PIT SCRAP,3173.8
1701304,126,#1 BUSHELING,18141.9
1701306,116,CONSTRUCTION SCRAP,3173.8
1701306,120,RAILROAD WHEELS,1812.6
1701306,115,HOME SCRAP,1812.6
1701306,121,PLATE & STRUCTURAL,12698.8
1701306,117,REGULAR SHRED,35378.9
1701306,119,RAIL CROPS,4533.7
1701306,113,PIG IRON,49893.9
1701306,114,PIT SCRAP,3173.8
1701306,124,#1 BUNDLES,8617.8
1701306,126,#1 BUSHELING,18141.9
1701310,113,PIG IRON,49893.9
1701310,116,CONSTRUCTION SCRAP,3173.8
1701310,120,RAILROAD WHEELS,1812.6
1701310,117,REGULAR SHRED,35378.9
1701310,119,RAIL CROPS,4533.7
1701310,115,HOME SCRAP,1812.6
1701310,121,PLATE & STRUCTURAL,12698.8
1701310,124,#1 BUNDLES,8617.8
1701310,114,PIT SCRAP,3173.8
1701310,126,#1 BUSHELING,18141.9
1701312,114,PIT SCRAP,3173.8
1701312,113,PIG IRON,49893.9
1701312,115,HOME SCRAP,1812.6
1701312,121,PLATE & STRUCTURAL,12698.8
1701312,116,CONSTRUCTION SCRAP,3173.8
1701312,120,RAILROAD WHEELS,1812.6
1701312,117,REGULAR SHRED,35378.9
1701312,119,RAIL CROPS,4533.7
1701312,126,#1 BUSHELING,18141.9
1701312,124,#1 BUNDLES,8617.8
1701326,117,REGULAR SHRED,35378.9
1701326,119,RAIL CROPS,4533.7
1701326,116,CONSTRUCTION SCRAP,3173.8
1701326,120,RAILROAD WHEELS,1812.6
1701326,113,PIG IRON,49893.9
1701326,115,HOME SCRAP,1812.6
1701326,121,PLATE & STRUCTURAL,12698.8
1701326,114,PIT SCRAP,3173.8
1701326,126,#1 BUSHELING,18141.9
1701326,124,#1 BUNDLES,8617.8
1701328,113,PIG IRON,49893.9
1701328,117,REGULAR SHRED,35378.9
1701328,119,RAIL CROPS,4533.7
1701328,116,CONSTRUCTION SCRAP,3173.8
1701328,120,RAILROAD WHEELS,1812.6
1701328,115,HOME SCRAP,1812.6
1701328,121,PLATE & STRUCTURAL,12698.8
1701328,114,PIT SCRAP,3173.8
1701328,124,#1 BUNDLES,8617.8
1701328,126,#1 BUSHELING,18141.9
1701330,114,PIT SCRAP,3173.8
1701330,126,#1 BUSHELING,18141.9
1701330,124,#1 BUNDLES,8617.8
1701330,115,HOME SCRAP,1812.6
1701330,121,PLATE & STRUCTURAL,12698.8
1701330,117,REGULAR SHRED,35378.9
1701330,119,RAIL CROPS,4533.7
1701330,116,CONSTRUCTION SCRAP,3173.8
1701330,120,RAILROAD WHEELS,1812.6
1701330,113,PIG IRON,49893.9
1701332,116,CONSTRUCTION SCRAP,3173.8
1701332,120,RAILROAD WHEELS,1812.6
1701332,117,REGULAR SHRED,35378.9
1701332,119,RAIL CROPS,4533.7
1701332,115,HOME SCRAP,1812.6
1701332,121,PLATE & STRUCTURAL,12698.8
1701332,113,PIG IRON,49893.9
1701332,114,PIT SCRAP,3173.8
1701332,126,#1 BUSHELING,18141.9
1701332,124,#1 BUNDLES,8617.8
1701334,124,#1 BUNDLES,8617.8
1701334,126,#1 BUSHELING,18141.9
1701334,114,PIT SCRAP,3173.8
1701334,113,PIG IRON,49893.9
1701334,115,HOME SCRAP,1812.6
1701334,121,PLATE & STRUCTURAL,12698.8
1701334,117,REGULAR SHRED,35378.9
1701334,119,RAIL CROPS,4533.7
1701334,116,CONSTRUCTION SCRAP,3173.8
1701334,120,RAILROAD WHEELS,1812.6
1701336,126,#1 BUSHELING,18141.9
1701336,114,PIT SCRAP,3173.8
1701336,124,#1 BUNDLES,8617.8
1701336,115,HOME SCRAP,1812.6
1701336,121,PLATE & STRUCTURAL,12698.8
1701336,116,CONSTRUCTION SCRAP,3173.8
1701336,120,RAILROAD WHEELS,1812.6
1701336,117,REGULAR SHRED,35378.9
1701336,119,RAIL CROPS,4533.7
1701336,113,PIG IRON,49893.9
1701364,126,#1 BUSHELING,18141.9
1701364,124,#1 BUNDLES,8617.8
1701364,114,PIT SCRAP,3173.8
1701364,113,PIG IRON,49893.9
1701364,115,HOME SCRAP,1812.6
1701364,121,PLATE & STRUCTURAL,12698.8
1701364,116,CONSTRUCTION SCRAP,3173.8
1701364,120,RAILROAD WHEELS,1812.6
1701364,117,REGULAR SHRED,35378.9
1701364,119,RAIL CROPS,4533.7
1701368,113,PIG IRON,49893.9
1701368,117,REGULAR SHRED,35378.9
1701368,119,RAIL CROPS,4533.7
1701368,116,CONSTRUCTION SCRAP,3173.8
1701368,120,RAILROAD WHEELS,1812.6
1701368,115,HOME SCRAP,1812.6
1701368,121,PLATE & STRUCTURAL,12698.8
1701368,124,#1 BUNDLES,8617.8
1701368,126,#1 BUSHELING,18141.9
1701368,114,PIT SCRAP,3173.8
1701370,126,#1 BUSHELING,18141.9
1701370,124,#1 BUNDLES,8617.8
1701370,114,PIT SCRAP,3173.8
1701370,115,HOME SCRAP,1812.6
1701370,121,PLATE & STRUCTURAL,12698.8
1701370,116,CONSTRUCTION SCRAP,3173.8
1701370,120,RAILROAD WHEELS,1812.6
1701370,117,REGULAR SHRED,35378.9
1701370,119,RAIL CROPS,4533.7
1701370,113,PIG IRON,49893.9
1701372,124,#1 BUNDLES,8617.8
1701372,126,#1 BUSHELING,18141.9
1701372,114,PIT SCRAP,3173.8
1701372,115,HOME SCRAP,1812.6
1701372,121,PLATE & STRUCTURAL,12698.8
1701372,113,PIG IRON,49893.9
1701372,116,CONSTRUCTION SCRAP,3173.8
1701372,120,RAILROAD WHEELS,1812.6
1701372,117,REGULAR SHRED,35378.9
1701372,119,RAIL CROPS,4533.7
1701374,113,PIG IRON,49893.9
1701374,116,CONSTRUCTION SCRAP,3173.8
1701374,120,RAILROAD WHEELS,1812.6
1701374,117,REGULAR SHRED,35378.9
1701374,119,RAIL CROPS,4533.7
1701374,115,HOME SCRAP,1812.6
1701374,121,PLATE & STRUCTURAL,12698.8
1701374,124,#1 BUNDLES,8617.8
1701374,126,#1 BUSHELING,18141.9
1701374,114,PIT SCRAP,3173.8
1701376,114,PIT SCRAP,3173.8
1701376,126,#1 BUSHELING,18141.9
1701376,124,#1 BUNDLES,8617.8
1701376,115,HOME SCRAP,1812.6
1701376,121,PLATE & STRUCTURAL,12698.8
1701376,117,REGULAR SHRED,35378.9
1701376,119,RAIL CROPS,4533.7
1701376,116,CONSTRUCTION SCRAP,3173.8
1701376,120,RAILROAD WHEELS,1812.6
1701376,113,PIG IRON,49893.9
1701378,116,CONSTRUCTION SCRAP,3173.8
1701378,120,RAILROAD WHEELS,1812.6
1701378,117,REGULAR SHRED,35378.9
1701378,119,RAIL CROPS,4533.7
1701378,115,HOME SCRAP,1812.6
1701378,121,PLATE & STRUCTURAL,12698.8
1701378,113,PIG IRON,49893.9
1701378,114,PIT SCRAP,3173.8
1701378,126,#1 BUSHELING,18141.9
1701378,124,#1 BUNDLES,8617.8
1701380,124,#1 BUNDLES,8617.8
1701380,126,#1 BUSHELING,18141.9
1701380,114,PIT SCRAP,3173.8
1701380,113,PIG IRON,49893.9
1701380,115,HOME SCRAP,1812.6
1701380,121,PLATE & STRUCTURAL,12698.8
1701380,117,REGULAR SHRED,35378.9
1701380,119,RAIL CROPS,4533.7
1701380,116,CONSTRUCTION SCRAP,3173.8
1701380,120,RAILROAD WHEELS,1812.6
1701382,117,REGULAR SHRED,35378.9
1701382,119,RAIL CROPS,4533.7
1701382,116,CONSTRUCTION SCRAP,3173.8
1701382,120,RAILROAD WHEELS,1812.6
1701382,113,PIG IRON,49893.9
1701382,115,HOME SCRAP,1812.6
1701382,121,PLATE & STRUCTURAL,12698.8
1701382,114,PIT SCRAP,3173.8
1701382,126,#1 BUSHELING,18141.9
1701382,124,#1 BUNDLES,8617.8
1701410,116,CONSTRUCTION SCRAP,3173.8
1701410,120,RAILROAD WHEELS,1812.6
1701410,117,REGULAR SHRED,35378.9
1701410,119,RAIL CROPS,4533.7
1701410,115,HOME SCRAP,1812.6
1701410,121,PLATE & STRUCTURAL,12698.8
1701410,113,PIG IRON,49893.9
1701410,114,PIT SCRAP,3173.8
1701410,126,#1 BUSHELING,18141.9
1701410,124,#1 BUNDLES,8617.8
1701412,124,#1 BUNDLES,8617.8
1701412,126,#1 BUSHELING,18141.9
1701412,114,PIT SCRAP,3173.8
1701412,113,PIG IRON,49893.9
1701412,115,HOME SCRAP,1812.6
1701412,121,PLATE & STRUCTURAL,12698.8
1701412,117,REGULAR SHRED,35378.9
1701412,119,RAIL CROPS,4533.7
1701412,116,CONSTRUCTION SCRAP,3173.8
1701412,120,RAILROAD WHEELS,1812.6
1701414,124,#1 BUNDLES,8617.8
1701414,126,#1 BUSHELING,18141.9
1701414,117,REGULAR SHRED,35378.9
1701414,119,RAIL CROPS,4533.7
1701414,116,CONSTRUCTION SCRAP,3173.8
1701414,120,RAILROAD WHEELS,1812.6
1701414,115,HOME SCRAP,1812.6
1701414,121,PLATE & STRUCTURAL,12698.8
1701414,113,PIG IRON,49893.9
1701414,114,PIT SCRAP,3173.8
1701416,114,PIT SCRAP,3173.8
1701416,126,#1 BUSHELING,18141.9
1701416,124,#1 BUNDLES,8617.8
1701416,115,HOME SCRAP,1812.6
1701416,121,PLATE & STRUCTURAL,12698.8
1701416,116,CONSTRUCTION SCRAP,3173.8
1701416,120,RAILROAD WHEELS,1812.6
1701416,117,REGULAR SHRED,35378.9
1701416,119,RAIL CROPS,4533.7
1701416,113,PIG IRON,49893.9
1701418,124,#1 BUNDLES,8617.8
1701418,126,#1 BUSHELING,18141.9
1701418,114,PIT SCRAP,3173.8
1701418,115,HOME SCRAP,1812.6
1701418,121,PLATE & STRUCTURAL,12698.8
1701418,113,PIG IRON,49893.9
1701418,116,CONSTRUCTION SCRAP,3173.8
1701418,120,RAILROAD WHEELS,1812.6
1701418,117,REGULAR SHRED,35378.9
1701418,119,RAIL CROPS,4533.7
1701420,114,PIT SCRAP,3173.8
1701420,113,PIG IRON,49893.9
1701420,115,HOME SCRAP,1812.6
1701420,121,PLATE & STRUCTURAL,12698.8
1701420,116,CONSTRUCTION SCRAP,3173.8
1701420,120,RAILROAD WHEELS,1812.6
1701420,117,REGULAR SHRED,35378.9
1701420,119,RAIL CROPS,4533.7
1701420,126,#1 BUSHELING,18141.9
1701420,124,#1 BUNDLES,8617.8
1701422,117,REGULAR SHRED,35378.9
1701422,119,RAIL CROPS,4533.7
1701422,116,CONSTRUCTION SCRAP,3173.8
1701422,120,RAILROAD WHEELS,1812.6
1701422,113,PIG IRON,49893.9
1701422,115,HOME SCRAP,1812.6
1701422,121,PLATE & STRUCTURAL,12698.8
1701422,114,PIT SCRAP,3173.8
1701422,126,#1 BUSHELING,18141.9
1701422,124,#1 BUNDLES,8617.8
1701424,124,#1 BUNDLES,8617.8
1701424,126,#1 BUSHELING,18141.9
1701424,117,REGULAR SHRED,35378.9
1701424,119,RAIL CROPS,4533.7
1701424,116,CONSTRUCTION SCRAP,3173.8
1701424,120,RAILROAD WHEELS,1812.6
1701424,115,HOME SCRAP,1812.6
1701424,121,PLATE & STRUCTURAL,12698.8
1701424,113,PIG IRON,49893.9
1701424,114,PIT SCRAP,3173.8
1701426,117,REGULAR SHRED,35378.9
1701426,119,RAIL CROPS,4533.7
1701426,116,CONSTRUCTION SCRAP,3173.8
1701426,120,RAILROAD WHEELS,1812.6
1701426,115,HOME SCRAP,1812.6
1701426,121,PLATE & STRUCTURAL,12698.8
1701426,113,PIG IRON,49893.9
1701426,114,PIT SCRAP,3173.8
1701426,124,#1 BUNDLES,8617.8
1701426,126,#1 BUSHELING,18141.9
1701428,113,PIG IRON,49893.9
1701428,117,REGULAR SHRED,35378.9
1701428,119,RAIL CROPS,4533.7
1701428,116,CONSTRUCTION SCRAP,3173.8
1701428,120,RAILROAD WHEELS,1812.6
1701428,115,HOME SCRAP,1812.6
1701428,121,PLATE & STRUCTURAL,12698.8
1701428,124,#1 BUNDLES,8617.8
1701428,126,#1 BUSHELING,18141.9
1701428,114,PIT SCRAP,3173.8
1701430,126,#1 BUSHELING,18141.9
1701430,124,#1 BUNDLES,8617.8
1701430,114,PIT SCRAP,3173.8
1701430,113,PIG IRON,49893.9
1701430,115,HOME SCRAP,1812.6
1701430,121,PLATE & STRUCTURAL,12698.8
1701430,116,CONSTRUCTION SCRAP,3173.8
1701430,120,RAILROAD WHEELS,1812.6
1701430,117,REGULAR SHRED,35378.9
1701430,119,RAIL CROPS,4533.7
1701432,124,#1 BUNDLES,8617.8
1701432,126,#1 BUSHELING,18141.9
1701432,114,PIT SCRAP,3173.8
1701432,115,HOME SCRAP,1812.6
1701432,121,PLATE & STRUCTURAL,12698.8
1701432,113,PIG IRON,49893.9
1701432,116,CONSTRUCTION SCRAP,3173.8
1701432,120,RAILROAD WHEELS,1812.6
1701432,117,REGULAR SHRED,35378.9
1701432,119,RAIL CROPS,4533.7
1701434,113,PIG IRON,49893.9
1701434,116,CONSTRUCTION SCRAP,3173.8
1701434,120,RAILROAD WHEELS,1812.6
1701434,117,REGULAR SHRED,35378.9
1701434,119,RAIL CROPS,4533.7
1701434,115,HOME SCRAP,1812.6
1701434,121,PLATE & STRUCTURAL,12698.8
1701434,124,#1 BUNDLES,8617.8
1701434,126,#1 BUSHELING,18141.9
1701434,114,PIT SCRAP,3173.8
1701436,114,PIT SCRAP,3173.8
1701436,126,#1 BUSHELING,18141.9
1701436,124,#1 BUNDLES,8617.8
1701436,115,HOME SCRAP,1812.6
1701436,121,PLATE & STRUCTURAL,12698.8
1701436,117,REGULAR SHRED,35378.9
1701436,119,RAIL CROPS,4533.7
1701436,116,CONSTRUCTION SCRAP,3173.8
1701436,120,RAILROAD WHEELS,1812.6
1701436,113,PIG IRON,49893.9
1701438,113,PIG IRON,49893.9
1701438,117,REGULAR SHRED,35378.9
1701438,119,RAIL CROPS,4533.7
1701438,116,CONSTRUCTION SCRAP,3173.8
1701438,120,RAILROAD WHEELS,1812.6
1701438,115,HOME SCRAP,1812.6
1701438,121,PLATE & STRUCTURAL,12698.8
1701438,114,PIT SCRAP,3173.8
1701438,124,#1 BUNDLES,8617.8
1701438,126,#1 BUSHELING,18141.9
1701440,117,REGULAR SHRED,35378.9
1701440,119,RAIL CROPS,4533.7
1701440,116,CONSTRUCTION SCRAP,3173.8
1701440,120,RAILROAD WHEELS,1812.6
1701440,113,PIG IRON,49893.9
1701440,115,HOME SCRAP,1812.6
1701440,121,PLATE & STRUCTURAL,12698.8
1701440,114,PIT SCRAP,3173.8
1701440,126,#1 BUSHELING,18141.9
1701440,124,#1 BUNDLES,8617.8
1701442,126,#1 BUSHELING,18141.9
1701442,124,#1 BUNDLES,8617.8
1701442,114,PIT SCRAP,3173.8
1701442,115,HOME SCRAP,1812.6
1701442,121,PLATE & STRUCTURAL,12698.8
1701442,116,CONSTRUCTION SCRAP,3173.8
1701442,120,RAILROAD WHEELS,1812.6
1701442,117,REGULAR SHRED,35378.9
1701442,119,RAIL CROPS,4533.7
1701442,113,PIG IRON,49893.9
1701446,114,PIT SCRAP,1461.9
1701446,113,PIG IRON,14984
1701446,115,HOME SCRAP,825.1
1701446,121,PLATE & STRUCTURAL,7985
1701446,120,RAILROAD WHEELS,1095
1701446,117,REGULAR SHRED,15086
1701446,119,RAIL CROPS,2561.9
1701446,124,#1 BUNDLES,4198
1701448,124,#1 BUNDLES,4110.9
1701448,114,PIT SCRAP,1513.2
1701448,115,HOME SCRAP,793.8
1701448,121,PLATE & STRUCTURAL,7991.9
1701448,113,PIG IRON,14711.8
1701448,120,RAILROAD WHEELS,976.1
1701448,117,REGULAR SHRED,16161.1
1701448,119,RAIL CROPS,1785.8
1701450,124,#1 BUNDLES,4165.8
1701450,117,REGULAR SHRED,14891
1701450,119,RAIL CROPS,1745.9
1701450,120,RAILROAD WHEELS,1005.2
1701450,115,HOME SCRAP,936.2
1701450,121,PLATE & STRUCTURAL,8274
1701450,113,PIG IRON,14954.1
1701450,114,PIT SCRAP,1635.2
1701452,117,REGULAR SHRED,35378.9
1701452,119,RAIL CROPS,4534.1
1701452,116,CONSTRUCTION SCRAP,3173.8
1701452,120,RAILROAD WHEELS,1813
1701452,113,PIG IRON,49893.9
1701452,115,HOME SCRAP,1813
1701452,121,PLATE & STRUCTURAL,12698.8
1701452,114,PIT SCRAP,3173.8
1701452,124,#1 BUNDLES,8617.8
1701452,126,#1 BUSHELING,18141.9
1701454,124,#1 BUNDLES,3945.8
1701454,114,PIT SCRAP,1436.1
1701454,115,HOME SCRAP,959.8
1701454,121,PLATE & STRUCTURAL,8074
1701454,113,PIG IRON,15288.8
1701454,120,RAILROAD WHEELS,1055.1
1701454,117,REGULAR SHRED,15461.2
1701454,119,RAIL CROPS,2070.2
1701456,113,PIG IRON,49893.9
1701456,117,REGULAR SHRED,35378.9
1701456,119,RAIL CROPS,4534.1
1701456,116,CONSTRUCTION SCRAP,3173.8
1701456,120,RAILROAD WHEELS,1813
1701456,115,HOME SCRAP,1813
1701456,121,PLATE & STRUCTURAL,12698.8
1701456,114,PIT SCRAP,3173.8
1701456,124,#1 BUNDLES,8617.8
1701456,126,#1 BUSHELING,18141.9
1701458,117,REGULAR SHRED,15603.1
1701458,119,RAIL CROPS,2928.8
1701458,120,RAILROAD WHEELS,1071.8
1701458,113,PIG IRON,14817.1
1701458,115,HOME SCRAP,709
1701458,121,PLATE & STRUCTURAL,8068.1
1701458,114,PIT SCRAP,1569
1701458,124,#1 BUNDLES,4012.9
1701460,117,REGULAR SHRED,15878
1701460,119,RAIL CROPS,2291.1
1701460,120,RAILROAD WHEELS,1013.8
1701460,115,HOME SCRAP,709.9
1701460,121,PLATE & STRUCTURAL,8513
1701460,113,PIG IRON,14557.2
1701460,114,PIT SCRAP,1603
1701460,124,#1 BUNDLES,4007.9
1701462,113,PIG IRON,14366.2
1701462,120,RAILROAD WHEELS,874.1
1701462,117,REGULAR SHRED,15228.9
1701462,119,RAIL CROPS,2336.9
1701462,115,HOME SCRAP,1071.8
1701462,121,PLATE & STRUCTURAL,8336.1
1701462,124,#1 BUNDLES,4110.9
1701462,114,PIT SCRAP,1637.9
1701464,120,RAILROAD WHEELS,1228.8
1701464,117,REGULAR SHRED,16263.1
